date_time,latitude,longitude,Depth  (km),mag,Location,Cluster
2023-12-06 00:24:00,8.5,126.83,5,2.2,057  km N 74° E of Hinatuan (Surigao Del Sur),0
2023-12-06 00:08:00,8.35,126.78,16,2.1,048  km S 88° E of Hinatuan (Surigao Del Sur),0
2023-12-06 00:07:00,8.49,126.84,1,1.5,057  km N 77° E of Hinatuan (Surigao Del Sur),0
2023-12-05 21:27:00,8.44,126.63,25,3.2,039  km N 86° E of Hinatuan (Surigao Del Sur),0
2023-12-05 21:04:00,8.39,126.86,14,3.1,057  km N 87° E of Hinatuan (Surigao Del Sur),0
2023-12-05 20:45:00,8.42,126.64,24,4.0,033  km N 80° E of Hinatuan (Surigao Del Sur),0
2023-12-05 20:42:00,8.52,126.77,5,4.1,051  km N 71° E of Hinatuan (Surigao Del Sur),0
2023-12-05 20:05:00,8.49,126.71,1,3.0,043  km N 72° E of Hinatuan (Surigao Del Sur),0
2023-12-05 19:41:00,8.5,126.79,7,2.9,052  km N 73° E of Hinatuan (Surigao Del Sur),0
2023-12-05 19:18:00,8.47,126.63,29,1.8,034  km N 71° E of Hinatuan (Surigao Del Sur),0
2023-12-05 17:55:00,8.43,126.91,9,3.9,063  km N 83° E of Hinatuan (Surigao Del Sur),0
2023-12-05 15:52:00,8.42,126.69,16,3.2,039  km N 81° E of Hinatuan (Surigao Del Sur),0
2023-12-05 15:20:00,8.44,126.77,9,3.3,048  km N 81° E of Hinatuan (Surigao Del Sur),0
2023-12-05 15:16:00,8.5,126.83,1,2.5,056  km N 75° E of Hinatuan (Surigao Del Sur),0
2023-12-05 15:06:00,8.5,126.97,1,3.7,071  km N 78° E of Hinatuan (Surigao Del Sur),0
2023-12-05 12:51:00,8.41,126.82,10,2.0,053  km N 85° E of Hinatuan (Surigao Del Sur),0
2023-12-05 12:02:00,8.44,126.73,7,2.5,044  km N 80° E of Hinatuan (Surigao Del Sur),0
2023-12-05 11:45:00,8.42,126.77,15,2.8,048  km N 83° E of Hinatuan (Surigao Del Sur),0
2023-12-05 11:16:00,8.51,126.69,10,2.0,042  km N 68° E of Hinatuan (Surigao Del Sur),0
2023-12-05 10:11:00,8.53,126.72,18,1.8,046  km N 67° E of Hinatuan (Surigao Del Sur),0
2023-12-05 09:24:00,8.4,126.87,10,3.1,058  km N 87° E of Hinatuan (Surigao Del Sur),0
2023-12-05 07:52:00,8.42,126.97,23,2.1,070  km N 85° E of Hinatuan (Surigao Del Sur),0
2023-12-05 07:11:00,8.32,126.92,12,3.5,064  km S 86° E of Hinatuan (Surigao Del Sur),0
2023-12-05 07:05:00,8.31,126.9,11,3.7,062  km S 84° E of Hinatuan (Surigao Del Sur),0
2023-12-05 07:02:00,8.46,126.7,7,2.6,041  km N 76° E of Hinatuan (Surigao Del Sur),0
2023-12-05 04:44:00,8.46,126.73,15,2.9,045  km N 77° E of Hinatuan (Surigao Del Sur),0
2023-12-05 04:30:00,8.53,126.71,11,2.6,045  km N 66° E of Hinatuan (Surigao Del Sur),0
2023-12-05 04:27:00,8.45,126.64,24,3.0,035  km N 75° E of Hinatuan (Surigao Del Sur),0
2023-12-05 03:57:00,8.38,126.93,19,3.8,066  km N 89° E of Hinatuan (Surigao Del Sur),0
2023-12-05 03:12:00,8.37,126.87,21,2.9,059  km N 90° E of Hinatuan (Surigao Del Sur),0
2023-12-05 02:50:00,8.37,126.84,28,2.0,055  km N 89° E of Hinatuan (Surigao Del Sur),0
2023-12-05 02:45:00,8.39,126.71,13,2.3,041  km N 86° E of Hinatuan (Surigao Del Sur),0
2023-12-05 02:26:00,8.48,126.71,8,2.2,043  km N 73° E of Hinatuan (Surigao Del Sur),0
2023-12-05 02:24:00,8.49,126.75,15,2.7,047  km N 73° E of Hinatuan (Surigao Del Sur),0
2023-12-05 02:08:00,8.38,126.79,20,2.8,050  km N 88° E of Hinatuan (Surigao Del Sur),0
2023-12-05 01:06:00,8.51,126.81,11,3.0,054  km N 74° E of Hinatuan (Surigao Del Sur),0
2023-12-05 01:02:00,8.52,126.76,17,2.9,050  km N 71° E of Hinatuan (Surigao Del Sur),0
2023-12-05 00:52:00,8.33,126.76,10,1.6,046  km S 84° E of Hinatuan (Surigao Del Sur),0
2023-12-05 00:23:00,8.5,127.0,10,4.3,074  km N 79° E of Hinatuan (Surigao Del Sur),0
2023-12-05 00:19:00,8.49,126.78,10,3.4,050  km N 74° E of Hinatuan (Surigao Del Sur),0
2023-12-05 00:11:00,8.43,126.77,19,3.0,048  km N 82° E of Hinatuan (Surigao Del Sur),0
2023-12-04 23:49:00,8.38,126.77,14,3.1,048  km N 88° E of Hinatuan (Surigao Del Sur),0
2023-12-04 23:41:00,8.42,126.7,3,2.0,041  km N 82° E of Hinatuan (Surigao Del Sur),0
2023-12-04 23:38:00,8.51,126.78,7,3.0,052  km N 72° E of Hinatuan (Surigao Del Sur),0
2023-12-04 23:35:00,8.44,126.78,4,2.9,049  km N 80° E of Hinatuan (Surigao Del Sur),0
2023-12-04 23:14:00,8.52,126.89,5,2.2,063  km N 74° E of Hinatuan (Surigao Del Sur),0
2023-12-04 23:07:00,8.55,126.76,13,2.2,051  km N 66° E of Hinatuan (Surigao Del Sur),0
2023-12-04 22:42:00,8.51,126.77,77,2.1,050  km N 72° E of Hinatuan (Surigao Del Sur),0
2023-12-04 22:34:00,8.52,126.79,25,2.1,053  km N 72° E of Hinatuan (Surigao Del Sur),0
2023-12-04 22:30:00,8.48,126.83,11,2.5,056  km N 78° E of Hinatuan (Surigao Del Sur),0
2023-12-04 21:58:00,8.32,126.76,7,2.2,047  km S 84° E of Hinatuan (Surigao Del Sur),0
2023-12-04 21:42:00,8.46,126.69,10,1.8,041  km N 75° E of Hinatuan (Surigao Del Sur),0
2023-12-04 21:09:00,8.51,126.76,4,1.7,049  km N 71° E of Hinatuan (Surigao Del Sur),0
2023-12-04 20:44:00,8.47,126.68,11,2.6,039  km N 73° E of Hinatuan (Surigao Del Sur),0
2023-12-04 20:37:00,8.52,126.68,5,3.1,042  km N 66° E of Hinatuan (Surigao Del Sur),0
2023-12-04 20:17:00,8.46,126.86,17,3.0,058  km N 80° E of Hinatuan (Surigao Del Sur),0
2023-12-04 20:01:00,8.39,126.91,1,2.7,063  km N 88° E of Hinatuan (Surigao Del Sur),0
2023-12-04 19:24:00,8.53,126.75,11,2.2,049  km N 68° E of Hinatuan (Surigao Del Sur),0
2023-12-04 18:41:00,8.43,126.58,21,2.2,028  km N 74° E of Hinatuan (Surigao Del Sur),0
2023-12-04 18:37:00,8.43,126.72,2,3.4,043  km N 80° E of Hinatuan (Surigao Del Sur),0
2023-12-04 17:29:00,8.55,126.78,1,3.8,053  km N 68° E of Hinatuan (Surigao Del Sur),0
2023-12-04 16:33:00,8.41,126.86,13,2.6,058  km N 86° E of Hinatuan (Surigao Del Sur),0
2023-12-04 16:06:00,8.48,126.71,8,2.9,043  km N 73° E of Hinatuan (Surigao Del Sur),0
2023-12-04 15:10:00,8.41,126.85,20,3.0,056  km N 85° E of Hinatuan (Surigao Del Sur),0
2023-12-04 14:58:00,8.49,126.96,2,3.9,070  km N 79° E of Hinatuan (Surigao Del Sur),0
2023-12-04 14:27:00,8.47,126.9,1,3.1,063  km N 80° E of Hinatuan (Surigao Del Sur),0
2023-12-04 14:16:00,8.43,126.63,23,3.4,033  km N 78° E of Hinatuan (Surigao Del Sur),0
2023-12-04 13:45:00,8.32,126.87,12,3.4,059  km S 85° E of Hinatuan (Surigao Del Sur),0
2023-12-04 13:35:00,8.43,126.77,9,2.9,048  km N 82° E of Hinatuan (Surigao Del Sur),0
2023-12-04 11:08:00,8.5,126.82,10,3.5,055  km N 74° E of Hinatuan (Surigao Del Sur),0
2023-12-04 09:07:00,8.49,126.95,2,5.5,069  km N 79° E of Hinatuan (Surigao Del Sur),0
2023-12-04 08:18:00,8.38,126.83,27,2.2,054  km N 88° E of Hinatuan (Surigao Del Sur),0
2023-12-04 08:13:00,8.47,126.89,7,2.4,048  km N 87° E of Hinatuan (Surigao Del Sur),0
2023-12-04 07:41:00,8.47,126.9,15,2.3,063  km N 79° E of Hinatuan (Surigao Del Sur),0
2023-12-04 06:31:00,8.47,126.97,1,2.3,071  km N 81° E of Hinatuan (Surigao Del Sur),0
2023-12-04 04:37:00,8.51,127.0,1,2.3,075  km N 78° E of Hinatuan (Surigao Del Sur),0
2023-12-04 03:37:00,8.55,126.72,6,2.9,047  km N 64° E of Hinatuan (Surigao Del Sur),0
2023-12-04 03:12:00,8.54,126.81,2,3.6,055  km N 69° E of Hinatuan (Surigao Del Sur),0
2023-12-04 02:47:00,8.41,126.88,13,3.3,060  km N 85° E of Hinatuan (Surigao Del Sur),0
2023-12-04 02:18:00,8.33,126.91,18,3.5,063  km S 86° E of Hinatuan (Surigao Del Sur),0
2023-12-04 01:55:00,8.4,126.82,7,3.2,053  km N 86° E of Hinatuan (Surigao Del Sur),0
2023-12-04 01:46:00,8.48,126.68,14,2.4,039  km N 72° E of Hinatuan (Surigao Del Sur),0
2023-12-04 01:38:00,8.45,126.86,3,3.1,058  km N 81° E of Hinatuan (Surigao Del Sur),0
2023-12-04 01:20:00,8.41,126.89,8,2.8,061  km N 85° E of Hinatuan (Surigao Del Sur),0
2023-12-04 00:14:00,8.45,126.6,24,2.8,031  km N 73° E of Hinatuan (Surigao Del Sur),0
2023-12-04 00:12:00,8.51,126.89,6,2.5,063  km N 75° E of Hinatuan (Surigao Del Sur),0
2023-12-03 23:53:00,8.46,126.73,28,3.6,044  km N 76° E of Hinatuan (Surigao Del Sur),0
2023-12-03 23:37:00,8.52,126.76,20,2.1,050  km N 69° E of Hinatuan (Surigao Del Sur),0
2023-12-03 23:19:00,8.56,126.77,6,3.2,053  km N 66° E of Hinatuan (Surigao Del Sur),0
2023-12-03 23:13:00,8.43,126.87,27,1.8,059  km N 83° E of Hinatuan (Surigao Del Sur),0
2023-12-03 23:06:00,8.5,126.79,18,2.9,052  km N 73° E of Hinatuan (Surigao Del Sur),0
2023-12-03 22:14:00,8.5,126.99,1,3.0,073  km N 79° E of Hinatuan (Surigao Del Sur),0
2023-12-03 21:54:00,8.48,126.91,2,3.4,064  km N 79° E of Hinatuan (Surigao Del Sur),0
2023-12-03 21:49:00,8.46,126.72,22,2.9,044  km N 76° E of Hinatuan (Surigao Del Sur),0
2023-12-03 21:36:00,8.49,126.88,1,2.9,061  km N 78° E of Hinatuan (Surigao Del Sur),0
2023-12-03 21:14:00,8.49,126.94,5,3.1,068  km N 78° E of Hinatuan (Surigao Del Sur),0
2023-12-03 21:03:00,8.5,126.89,28,1.9,062  km N 76° E of Hinatuan (Surigao Del Sur),0
2023-12-03 20:55:00,8.49,126.84,16,3.4,057  km N 76° E of Hinatuan (Surigao Del Sur),0
2023-12-03 20:48:00,8.55,126.73,15,1.9,048  km N 66° E of Hinatuan (Surigao Del Sur),0
2023-12-03 20:44:00,8.49,126.93,1,4.1,067  km N 78° E of Hinatuan (Surigao Del Sur),0
2023-12-03 20:28:00,8.52,126.99,1,4.2,074  km N 76° E of Hinatuan (Surigao Del Sur),0
2023-12-03 20:26:00,8.47,126.83,1,3.4,055  km N 78° E of Hinatuan (Surigao Del Sur),0
2023-12-03 20:24:00,8.5,126.84,20,3.2,057  km N 75° E of Hinatuan (Surigao Del Sur),0
2023-12-03 20:21:00,8.49,126.83,9,2.5,057  km N 76° E of Hinatuan (Surigao Del Sur),0
2023-12-03 20:09:00,8.53,126.73,16,2.3,047  km N 67° E of Hinatuan (Surigao Del Sur),0
2023-12-03 19:57:00,8.47,126.89,20,2.5,062  km N 79° E of Hinatuan (Surigao Del Sur),0
2023-12-03 19:53:00,8.5,126.97,1,4.0,071  km N 78° E of Hinatuan (Surigao Del Sur),0
2023-12-03 19:38:00,8.49,126.74,5,3.0,046  km N 73° E of Hinatuan (Surigao Del Sur),0
2023-12-03 19:35:00,8.47,126.66,11,1.7,037  km N 72° E of Hinatuan (Surigao Del Sur),0
2023-12-03 19:23:00,8.52,126.78,1,3.6,052  km N 71° E of Hinatuan (Surigao Del Sur),0
2023-12-03 19:11:00,8.39,126.83,13,2.5,054  km N 87° E of Hinatuan (Surigao Del Sur),0
2023-12-03 18:39:00,8.49,126.89,1,5.4,063  km N 77° E of Hinatuan (Surigao Del Sur),0
2023-12-03 18:35:00,8.49,126.95,1,6.6,069  km N 79° E of Hinatuan (Surigao Del Sur),0
2023-12-03 18:27:00,8.44,126.58,3,3.1,028  km N 72° E of Hinatuan (Surigao Del Sur),0
2023-12-03 18:17:00,8.49,126.76,13,3.9,048  km N 74° E of Hinatuan (Surigao Del Sur),0
2023-12-03 18:00:00,8.58,126.76,14,2.8,053  km N 63° E of Hinatuan (Surigao Del Sur),0
2023-12-03 17:37:00,8.41,126.81,21,4.0,052  km N 85° E of Hinatuan (Surigao Del Sur),0
2023-12-03 17:29:00,8.45,126.71,7,2.5,042  km N 77° E of Hinatuan (Surigao Del Sur),0
2023-12-03 17:22:00,8.5,126.81,2,3.2,054  km N 74° E of Hinatuan (Surigao Del Sur),0
2023-12-03 16:51:00,8.41,126.78,10,3.2,049  km N 84° E of Hinatuan (Surigao Del Sur),0
2023-12-03 16:41:00,8.38,126.86,24,2.9,058  km N 88° E of Hinatuan (Surigao Del Sur),0
2023-12-03 16:10:00,8.4,126.94,1,3.4,067  km N 87° E of Hinatuan (Surigao Del Sur),0
2023-12-03 15:36:00,8.42,126.73,14,1.9,044  km N 83° E of Hinatuan (Surigao Del Sur),0
2023-12-03 15:21:00,8.33,126.93,9,3.1,065  km S 87° E of Hinatuan (Surigao Del Sur),0
2023-12-03 14:44:00,8.38,126.87,15,3.3,059  km N 89° E of Hinatuan (Surigao Del Sur),0
2023-12-03 14:37:00,8.41,126.89,10,3.5,061  km N 85° E of Hinatuan (Surigao Del Sur),0
2023-12-03 14:18:00,8.49,126.8,4,3.0,053  km N 75° E of Hinatuan (Surigao Del Sur),0
2023-12-03 13:30:00,8.36,126.78,9,3.0,049  km S 90° E of Hinatuan (Surigao Del Sur),0
2023-12-03 13:20:00,8.35,126.81,11,1.8,052  km S 88° E of Hinatuan (Surigao Del Sur),0
2023-12-03 13:16:00,8.41,126.89,28,2.4,061  km N 85° E of Hinatuan (Surigao Del Sur),0
2023-12-03 13:15:00,8.3,126.86,8,2.0,058  km S 82° E of Hinatuan (Surigao Del Sur),0
2023-12-03 13:08:00,8.46,126.85,25,2.0,057  km N 80° E of Hinatuan (Surigao Del Sur),0
2023-12-03 12:54:00,8.4,126.79,4,3.0,050  km N 86° E of Hinatuan (Surigao Del Sur),0
2023-12-03 12:41:00,8.39,126.78,1,4.5,048  km N 87° E of Hinatuan (Surigao Del Sur),0
2023-12-03 12:35:00,8.43,126.79,10,3.1,050  km N 82° E of Hinatuan (Surigao Del Sur),0
2023-12-03 12:34:00,8.46,126.88,13,2.6,061  km N 81° E of Hinatuan (Surigao Del Sur),0
2023-12-03 12:05:00,8.41,126.73,13,2.3,043  km N 83° E of Hinatuan (Surigao Del Sur),0
2023-12-03 12:04:00,8.39,126.8,18,1.5,051  km N 87° E of Hinatuan (Surigao Del Sur),0
2023-12-03 11:55:00,8.35,126.89,7,3.4,061  km S 88° E of Hinatuan (Surigao Del Sur),0
2023-12-03 11:41:00,8.41,126.86,25,2.8,058  km N 86° E of Hinatuan (Surigao Del Sur),0
2023-12-03 11:17:00,8.42,126.75,9,2.4,046  km N 83° E of Hinatuan (Surigao Del Sur),0
2023-12-03 11:06:00,8.37,126.76,1,2.6,047  km N 89° E of Hinatuan (Surigao Del Sur),0
2023-12-03 11:02:00,8.39,126.8,19,3.0,051  km N 87° E of Hinatuan (Surigao Del Sur),0
2023-12-03 10:58:00,8.35,126.78,13,2.8,049  km S 87° E of Hinatuan (Surigao Del Sur),0
2023-12-03 10:46:00,8.36,126.8,5,2.0,051  km S 89° E of Hinatuan (Surigao Del Sur),0
2023-12-03 10:42:00,8.41,126.78,12,3.0,049  km N 85° E of Hinatuan (Surigao Del Sur),0
2023-12-03 10:42:00,8.42,126.82,11,1.8,054  km N 83° E of Hinatuan (Surigao Del Sur),0
2023-12-03 10:36:00,8.48,126.89,4,3.9,063  km N 78° E of Hinatuan (Surigao Del Sur),0
2023-12-03 10:28:00,8.48,126.76,8,2.1,048  km N 75° E of Hinatuan (Surigao Del Sur),0
2023-12-03 10:01:00,8.45,126.78,16,2.3,049  km N 80° E of Hinatuan (Surigao Del Sur),0
2023-12-03 09:54:00,8.36,126.79,12,2.4,050  km S 89° E of Hinatuan (Surigao Del Sur),0
2023-12-03 09:51:00,8.46,126.7,10,2.9,041  km N 76° E of Hinatuan (Surigao Del Sur),0
2023-12-03 09:49:00,8.46,126.73,8,2.8,045  km N 76° E of Hinatuan (Surigao Del Sur),0
2023-12-03 09:37:00,8.42,126.59,26,1.8,028  km N 78° E of Hinatuan (Surigao Del Sur),0
2023-12-03 09:32:00,8.46,126.75,8,2.2,047  km N 77° E of Hinatuan (Surigao Del Sur),0
2023-12-03 09:31:00,8.41,126.82,19,1.7,054  km N 85° E of Hinatuan (Surigao Del Sur),0
2023-12-03 09:00:00,8.49,126.73,11,2.5,046  km N 72° E of Hinatuan (Surigao Del Sur),0
2023-12-03 08:57:00,8.43,126.89,18,2.6,061  km N 83° E of Hinatuan (Surigao Del Sur),0
2023-12-03 08:54:00,8.46,126.7,17,2.5,042  km N 75° E of Hinatuan (Surigao Del Sur),0
2023-12-03 08:48:00,8.43,126.8,6,4.0,051  km N 83° E of Hinatuan (Surigao Del Sur),0
2023-12-03 08:41:00,8.4,126.88,18,2.0,060  km N 86° E of Hinatuan (Surigao Del Sur),0
2023-12-03 08:34:00,8.35,126.9,5,3.2,062  km S 89° E of Hinatuan (Surigao Del Sur),0
2023-12-03 08:22:00,8.4,126.8,15,3.0,051  km N 86° E of Hinatuan (Surigao Del Sur),0
2023-12-03 08:08:00,8.43,126.66,14,1.9,036  km N 78° E of Hinatuan (Surigao Del Sur),0
2023-12-03 07:57:00,8.49,126.78,12,2.8,050  km N 75° E of Hinatuan (Surigao Del Sur),0
2023-12-03 07:55:00,8.41,126.82,19,3.0,054  km N 85° E of Hinatuan (Surigao Del Sur),0
2023-12-03 07:51:00,8.39,126.81,5,2.1,052  km N 87° E of Hinatuan (Surigao Del Sur),0
2023-12-03 07:45:00,8.42,126.86,11,4.0,057  km N 84° E of Hinatuan (Surigao Del Sur),0
2023-12-03 07:24:00,8.34,126.9,12,3.3,062  km S 87° E of Hinatuan (Surigao Del Sur),0
2023-12-03 07:19:00,8.37,126.82,8,2.2,054  km N 90° E of Hinatuan (Surigao Del Sur),0
2023-12-03 07:11:00,8.39,126.9,5,2.4,062  km N 88° E of Hinatuan (Surigao Del Sur),0
2023-12-03 06:46:00,8.31,126.86,13,2.5,057  km S 84° E of Hinatuan (Surigao Del Sur),0
2023-12-03 06:45:00,8.53,126.68,13,2.9,042  km N 65° E of Hinatuan (Surigao Del Sur),0
2023-12-03 06:43:00,8.41,126.77,10,2.4,048  km N 85° E of Hinatuan (Surigao Del Sur),0
2023-12-03 06:41:00,8.38,126.91,10,3.3,063  km N 89° E of Hinatuan (Surigao Del Sur),0
2023-12-03 06:21:00,8.42,126.8,11,2.8,051  km N 84° E of Hinatuan (Surigao Del Sur),0
2023-12-03 06:19:00,8.46,126.79,5,3.4,051  km N 78° E of Hinatuan (Surigao Del Sur),0
2023-12-03 06:02:00,8.4,126.84,10,5.0,056  km N 86° E of Hinatuan (Surigao Del Sur),0
2023-12-03 05:46:00,8.41,126.94,1,4.6,067  km N 86° E of Hinatuan (Surigao Del Sur),0
2023-12-03 05:39:00,8.41,126.96,1,3.7,068  km N 86° E of Hinatuan (Surigao Del Sur),0
2023-12-03 05:07:00,8.36,126.79,21,3.1,050  km S 89° E of Hinatuan (Surigao Del Sur),0
2023-12-03 04:47:00,8.4,126.77,13,3.2,048  km N 86° E of Hinatuan (Surigao Del Sur),0
2023-12-03 04:45:00,8.41,126.7,3,2.7,040  km N 83° E of Hinatuan (Surigao Del Sur),0
2023-12-03 04:30:00,8.41,126.93,1,4.0,066  km N 86° E of Hinatuan (Surigao Del Sur),0
2023-12-03 04:06:00,8.34,126.89,13,2.3,061  km S 87° E of Hinatuan (Surigao Del Sur),0
2023-12-03 04:00:00,8.48,126.71,24,2.4,043  km N 73° E of Hinatuan (Surigao Del Sur),0
2023-12-03 03:46:00,8.49,126.66,28,3.3,038  km N 70° E of Hinatuan (Surigao Del Sur),0
2023-12-03 03:28:00,8.36,126.8,5,2.1,051  km S 89° E of Hinatuan (Surigao Del Sur),0
2023-12-03 03:10:00,8.39,126.94,1,3.8,066  km N 88° E of Hinatuan (Surigao Del Sur),0
2023-12-03 03:03:00,8.34,126.87,22,2.9,059  km S 87° E of Hinatuan (Surigao Del Sur),0
2023-12-03 02:59:00,8.39,126.88,13,2.7,060  km N 88° E of Hinatuan (Surigao Del Sur),0
2023-12-03 02:57:00,8.42,126.73,10,3.1,044  km N 82° E of Hinatuan (Surigao Del Sur),0
2023-12-03 02:42:00,8.37,126.76,16,2.7,047  km S 90° E of Hinatuan (Surigao Del Sur),0
2023-12-03 02:04:00,8.46,126.8,1,2.4,053  km N 78° E of Hinatuan (Surigao Del Sur),0
2023-12-03 02:01:00,8.41,126.69,1,3.6,039  km N 83° E of Hinatuan (Surigao Del Sur),0
2023-12-03 01:40:00,8.42,126.9,1,6.1,063  km N 85° E of Hinatuan (Surigao Del Sur),0
2023-12-03 01:29:00,8.37,126.78,13,2.1,049  km N 90° E of Hinatuan (Surigao Del Sur),0
2023-12-03 00:16:00,8.48,126.9,2,2.8,064  km N 78° E of Hinatuan (Surigao Del Sur),0
2023-12-03 00:03:00,8.5,126.95,1,6.4,073  km N 83° E of Hinatuan (Surigao Del Sur),0
2023-12-02 22:44:00,8.33,126.87,1,2.6,058  km S 86° E of Hinatuan (Surigao Del Sur),0
2023-12-02 22:37:00,8.44,126.59,26,7.4,029  km N 74° E of Hinatuan (Surigao Del Sur),0
